CustomerID,LastPurchase,FirstPurchase,OrderCount,TotalSpent,AvgOrderValue,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
12370.0,2011-10-19 14:51:00,2010-12-14 12:58:00,167,3545.69,21.231676646706585,50,167,3545.69,3,5,5,355,13,Champions
12371.0,2011-10-26 10:16:00,2011-10-11 10:43:00,63,1887.96,29.96761904761905,44,63,1887.96,3,4,4,344,11,Loyal Customers
12372.0,2011-09-29 12:12:00,2011-02-16 12:46:00,52,1298.04,24.962307692307693,71,52,1298.04,3,3,4,334,10,Loyal Customers
12373.0,2011-02-01 13:10:00,2011-02-01 13:10:00,14,364.6,26.042857142857144,310,14,364.6,1,1,2,112,4,At Risk
12374.0,2011-11-14 15:37:00,2011-11-14 15:37:00,33,742.9300000000001,22.513030303030305,24,33,742.9300000000001,4,3,3,433,10,Loyal Customers
12375.0,2011-11-29 10:36:00,2011-09-02 14:23:00,17,457.5,26.91176470588235,10,17,457.5,5,2,2,522,9,Potential
12377.0,2011-01-28 15:45:00,2010-12-20 09:37:00,77,1628.12,21.144415584415583,314,77,1628.12,1,4,4,144,9,Potential
12378.0,2011-08-02 10:34:00,2011-08-02 10:34:00,219,4008.62,18.30420091324201,129,219,4008.62,2,5,5,255,12,Loyal Customers
12379.0,2011-09-19 10:09:00,2011-06-22 16:32:00,40,852.24,21.306,81,40,852.24,2,3,3,233,8,Potential
12380.0,2011-11-18 11:27:00,2011-06-07 09:49:00,104,2724.81,26.200096153846157,21,104,2724.81,4,4,5,445,13,Champions
12381.0,2011-12-05 12:44:00,2011-08-12 09:57:00,87,1845.31,21.21045977011494,4,87,1845.31,5,4,4,544,13,Champions
12383.0,2011-06-08 08:02:00,2010-12-22 14:28:00,99,1850.56,18.69252525252525,184,99,1850.56,1,4,4,144,9,Potential
12384.0,2011-11-11 08:39:00,2011-08-10 11:23:00,27,585.27,21.676666666666662,28,27,585.27,4,2,3,423,9,Potential
12386.0,2011-01-06 12:37:00,2010-12-08 09:53:00,10,401.9,40.19,337,10,401.9,1,1,2,112,4,At Risk
12388.0,2011-11-24 12:30:00,2011-01-17 11:12:00,100,2780.66,27.8066,15,100,2780.66,4,4,5,445,13,Champions
12390.0,2011-09-21 09:33:00,2011-09-21 09:33:00,32,549.84,17.1825,79,32,549.84,2,3,3,233,8,Potential
12391.0,2011-11-18 12:07:00,2011-11-18 12:07:00,100,460.89,4.6089,21,100,460.89,4,4,2,442,10,Loyal Customers
12393.0,2011-09-28 15:41:00,2011-01-11 09:47:00,64,1582.6,24.728125,71,64,1582.6,3,4,4,344,11,Loyal Customers
12394.0,2011-10-07 08:08:00,2011-05-06 14:01:00,27,1272.48,47.12888888888889,63,27,1272.48,3,2,4,324,9,Potential
12395.0,2011-11-20 15:21:00,2010-12-03 16:35:00,156,3018.63,19.350192307692307,18,156,3018.63,4,5,5,455,14,Champions
12397.0,2011-11-04 09:52:00,2011-07-27 14:21:00,126,2409.9,19.12619047619048,35,126,2409.9,3,5,5,355,13,Champions
12398.0,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1635.66,19.24305882352941,45,85,1635.66,3,4,4,344,11,Loyal Customers
12399.0,2011-08-12 13:15:00,2011-03-23 09:42:00,59,1108.65,18.790677966101697,118,59,1108.65,2,4,4,244,10,Loyal Customers
12401.0,2011-02-09 13:50:00,2011-02-09 13:50:00,5,84.3,16.86,302,5,84.3,1,1,1,111,3,At Risk
12402.0,2011-01-20 13:49:00,2011-01-20 13:49:00,11,225.6,20.509090909090908,322,11,225.6,1,1,1,111,3,At Risk
12403.0,2011-10-21 10:51:00,2011-10-21 10:51:00,5,427.7,85.53999999999999,49,5,427.7,3,1,2,312,6,Potential
12405.0,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1710.39,31.67388888888889,148,54,1710.39,2,3,4,234,9,Potential
12406.0,2011-11-17 19:22:00,2011-06-09 10:23:00,105,3415.3,32.52666666666667,21,105,3415.3,4,4,5,445,13,Champions
12407.0,2011-10-21 10:11:00,2011-03-20 13:21:00,77,1708.12,22.183376623376624,49,77,1708.12,3,4,4,344,11,Loyal Customers
12408.0,2011-11-07 12:27:00,2011-03-24 14:46:00,105,2888.55,27.51,32,105,2888.55,4,4,5,445,13,Champions
12409.0,2011-09-22 10:38:00,2011-06-10 12:19:00,109,11072.67,101.58412844036695,78,109,11072.67,2,4,5,245,11,Loyal Customers
12410.0,2011-02-04 10:39:00,2011-02-04 10:38:00,26,693.3299999999999,26.666538461538455,308,26,693.3299999999999,1,2,3,123,6,Potential
12412.0,2011-09-26 10:16:00,2011-06-23 13:51:00,61,1226.88,20.112786885245903,74,61,1226.88,2,4,4,244,10,Loyal Customers
12413.0,2011-10-04 09:00:00,2011-01-06 16:12:00,38,758.1,19.95,66,38,758.1,3,3,3,333,9,Potential
12414.0,2011-05-06 14:51:00,2011-02-02 14:51:00,18,562.41,31.245,216,18,562.41,1,2,3,123,6,Potential
12415.0,2011-11-15 14:22:00,2011-01-06 11:12:00,714,124914.53,174.95032212885152,23,714,124914.53,4,5,5,455,14,Champions
12417.0,2011-12-06 14:52:00,2010-12-17 11:51:00,192,3649.1,19.005729166666665,2,192,3649.1,5,5,5,555,15,Champions
12418.0,2011-08-19 11:08:00,2011-08-19 11:08:00,34,668.58,19.664117647058823,112,34,668.58,2,3,3,233,8,Potential
12420.0,2011-10-07 08:55:00,2011-10-07 08:55:00,29,600.39,20.70310344827586,63,29,600.39,3,2,3,323,8,Potential
12421.0,2011-11-24 09:07:00,2011-01-24 15:09:00,45,807.04,17.93422222222222,15,45,807.04,4,3,3,433,10,Loyal Customers
12422.0,2011-09-05 09:48:00,2011-01-19 09:13:00,39,803.5600000000001,20.604102564102565,95,39,803.5600000000001,2,3,3,233,8,Potential
12423.0,2011-12-09 10:10:00,2010-12-21 10:54:00,125,1859.31,14.87448,0,125,1859.31,5,5,4,554,14,Champions
12424.0,2011-06-30 12:06:00,2011-06-30 12:06:00,30,1760.96,58.69866666666667,162,30,1760.96,2,3,4,234,9,Potential
12425.0,2011-09-22 17:31:00,2011-09-22 17:31:00,36,777.2,21.58888888888889,77,36,777.2,2,3,3,233,8,Potential
12426.0,2011-05-29 12:26:00,2011-05-29 12:26:00,30,582.73,19.424333333333333,194,30,582.73,1,3,3,133,7,Potential
12427.0,2011-11-18 08:56:00,2010-12-03 10:44:00,31,825.8,26.638709677419357,21,31,825.8,4,3,3,433,10,Loyal Customers
12428.0,2011-11-14 08:22:00,2011-03-01 09:33:00,294,7956.46,27.062789115646257,25,294,7956.46,4,5,5,455,14,Champions
12429.0,2011-11-30 17:22:00,2010-12-09 12:05:00,97,3750.4,38.66391752577319,8,97,3750.4,5,4,5,545,14,Champions
12430.0,2011-10-27 15:09:00,2011-10-27 15:09:00,11,256.4,23.30909090909091,42,11,256.4,3,1,2,312,6,Potential
12431.0,2011-11-04 11:55:00,2010-12-01 10:03:00,235,6487.45,27.60617021276596,35,235,6487.45,3,5,5,355,13,Champions
12432.0,2011-10-28 11:43:00,2011-06-20 13:27:00,108,5059.32,46.84555555555556,42,108,5059.32,3,4,5,345,12,Loyal Customers
12433.0,2011-12-09 10:02:00,2010-12-01 13:24:00,420,13375.87,31.847309523809525,0,420,13375.87,5,5,5,555,15,Champions
12434.0,2011-09-16 12:38:00,2011-03-24 13:05:00,50,806.14,16.122799999999998,84,50,806.14,2,3,3,233,8,Potential
12435.0,2011-09-21 09:06:00,2011-03-17 07:40:00,36,7829.89,217.49694444444447,79,36,7829.89,2,3,5,235,10,Loyal Customers
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,16,509.01,31.813125,99,16,509.01,2,2,3,223,7,Potential
12437.0,2011-12-08 11:35:00,2011-01-12 14:13:00,199,4951.41,24.88145728643216,1,199,4951.41,5,5,5,555,15,Champions
12438.0,2011-11-25 13:28:00,2011-07-22 13:29:00,98,2906.85,29.66173469387755,13,98,2906.85,4,4,5,445,13,Champions
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,11,173.55,15.77727272727273,366,11,173.55,1,1,1,111,3,At Risk
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,12,172.06,14.338333333333331,2,12,172.06,5,1,1,511,7,Potential
12444.0,2011-11-18 13:23:00,2011-06-21 14:00:00,176,5005.46,28.44011363636364,20,176,5005.46,4,5,5,455,14,Champions
12445.0,2011-11-17 18:43:00,2011-11-17 18:43:00,4,133.4,33.35,21,4,133.4,4,1,1,411,6,Potential
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1002.31,17.584385964912283,57,57,1002.31,3,3,4,334,10,Loyal Customers
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,26,476.49,18.326538461538465,242,26,476.49,1,2,2,122,5,At Risk
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,22,449.45,20.42954545454545,43,22,449.45,3,2,2,322,7,Potential
12449.0,2011-11-17 13:46:00,2011-06-05 15:37:00,191,4067.29,21.294712041884814,21,191,4067.29,4,5,5,455,14,Champions
12450.0,2011-07-06 14:41:00,2011-06-19 14:36:00,8,197.88,24.735,155,8,197.88,2,1,1,211,4,At Risk
12451.0,2011-11-29 08:40:00,2011-01-19 09:05:00,354,9035.52,25.52406779661017,10,354,9035.52,5,5,5,555,15,Champions
12452.0,2011-11-23 10:28:00,2011-11-23 08:05:00,22,430.57,19.571363636363635,16,22,430.57,4,2,2,422,8,Potential
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,43,707.09,16.443953488372095,133,43,707.09,2,3,3,233,8,Potential
12454.0,2011-10-14 17:13:00,2011-10-14 17:13:00,15,3528.34,235.22266666666667,55,15,3528.34,3,2,5,325,10,Loyal Customers
12455.0,2011-09-27 15:31:00,2011-02-16 09:56:00,90,2466.86,27.40955555555556,72,90,2466.86,2,4,5,245,11,Loyal Customers
12456.0,2011-10-26 14:41:00,2011-03-30 09:12:00,125,3181.04,25.44832,43,125,3181.04,3,5,5,355,13,Champions
12457.0,2011-10-04 13:13:00,2011-04-14 18:57:00,62,2363.23,38.11661290322581,65,62,2363.23,3,4,5,345,12,Loyal Customers
12458.0,2011-09-29 15:25:00,2011-02-28 10:55:00,38,947.4,24.931578947368426,70,38,947.4,3,3,4,334,10,Loyal Customers
12461.0,2011-09-06 16:57:00,2011-07-08 10:23:00,35,826.88,23.62514285714286,93,35,826.88,2,3,3,233,8,Potential
12462.0,2011-11-21 09:11:00,2011-02-09 14:44:00,62,1189.59,19.186935483870965,18,62,1189.59,4,4,4,444,12,Loyal Customers
12463.0,2011-10-17 13:44:00,2011-04-12 12:47:00,83,1344.78,16.202168674698793,52,83,1344.78,3,4,4,344,11,Loyal Customers
12464.0,2011-11-29 13:33:00,2011-02-03 13:30:00,29,1212.05,41.79482758620689,9,29,1212.05,5,2,4,524,11,Loyal Customers
12465.0,2011-11-22 16:34:00,2011-06-23 13:37:00,47,742.1899999999999,15.79127659574468,16,47,742.1899999999999,4,3,3,433,10,Loyal Customers
12468.0,2011-06-05 11:36:00,2011-01-27 13:29:00,38,729.5400000000001,19.19842105263158,187,38,729.5400000000001,1,3,3,133,7,Potential
12471.0,2011-12-07 15:43:00,2010-12-10 09:35:00,460,19824.05,43.09576086956522,1,460,19824.05,5,5,5,555,15,Champions
12472.0,2011-11-07 14:01:00,2010-12-05 14:19:00,339,6572.11,19.386755162241887,31,339,6572.11,4,5,5,455,14,Champions
12473.0,2011-11-10 13:46:00,2011-06-01 10:15:00,168,3938.55,23.44375,28,168,3938.55,4,5,5,455,14,Champions
12474.0,2011-11-22 14:39:00,2011-01-14 10:06:00,424,7375.79,17.395731132075472,16,424,7375.79,4,5,5,455,14,Champions
12475.0,2011-10-17 10:10:00,2011-10-17 10:10:00,36,723.38,20.093888888888888,53,36,723.38,3,3,3,333,9,Potential
12476.0,2011-11-24 12:40:00,2010-12-13 14:39:00,233,6816.42,29.255021459227468,15,233,6816.42,4,5,5,455,14,Champions
12477.0,2011-11-17 09:51:00,2011-02-11 12:45:00,300,13219.74,44.0658,22,300,13219.74,4,5,5,455,14,Champions
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,36,680.99,18.91638888888889,3,36,680.99,5,3,3,533,11,Loyal Customers
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,31,527.2,17.006451612903227,10,31,527.2,5,3,3,533,11,Loyal Customers
12480.0,2011-11-11 14:52:00,2011-01-07 15:27:00,154,3281.63,21.309285714285718,27,154,3281.63,4,5,5,455,14,Champions
12481.0,2011-11-17 08:29:00,2010-12-09 10:13:00,217,5596.32,25.7894930875576,22,217,5596.32,4,5,5,455,14,Champions
12483.0,2011-11-22 17:02:00,2011-01-04 14:20:00,75,2484.98,33.133066666666664,16,75,2484.98,4,4,5,445,13,Champions
12484.0,2011-11-07 11:37:00,2011-01-07 14:04:00,346,4541.72,13.126358381502891,32,346,4541.72,4,5,5,455,14,Champions
12488.0,2011-11-30 08:50:00,2011-09-25 10:34:00,55,1298.66,23.612,9,55,1298.66,5,3,4,534,12,Loyal Customers
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,15,334.93,22.328666666666667,335,15,334.93,1,2,2,122,5,At Risk
12490.0,2011-12-04 16:07:00,2011-01-14 09:13:00,245,5417.93,22.114,4,245,5417.93,5,5,5,555,15,Champions
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,26,460.4,17.70769230769231,38,26,460.4,3,2,2,322,7,Potential
12492.0,2011-10-07 15:15:00,2011-08-26 14:51:00,20,263.21000000000004,13.160500000000004,62,20,263.21000000000004,3,2,2,322,7,Potential
12493.0,2011-06-27 10:17:00,2011-05-26 14:53:00,22,433.74,19.715454545454545,165,22,433.74,2,2,2,222,6,Potential
12494.0,2011-11-24 09:34:00,2010-12-09 11:31:00,77,1246.1,16.183116883116885,15,77,1246.1,4,4,4,444,12,Loyal Customers
12497.0,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1043.1,74.50714285714285,81,14,1043.1,2,1,4,214,7,Potential
12498.0,2011-11-18 12:53:00,2011-10-13 09:30:00,23,403.7000000000001,17.55217391304348,20,23,403.7000000000001,4,2,2,422,8,Potential
12500.0,2011-11-16 16:20:00,2011-01-10 09:48:00,61,4257.82,69.80032786885245,22,61,4257.82,4,4,5,445,13,Champions
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,149,2169.39,14.5596644295302,336,149,2169.39,1,5,5,155,11,Loyal Customers
12502.0,2011-09-05 11:52:00,2011-02-03 10:41:00,147,3723.87,25.332448979591835,95,147,3723.87,2,5,5,255,12,Loyal Customers
12504.0,2011-11-21 16:02:00,2011-11-09 14:56:00,9,482.05,53.5611111111111,17,9,482.05,4,1,2,412,7,Potential
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,3.1956521739130435,232,23,73.5,1,2,1,121,4,At Risk
12507.0,2011-07-28 17:09:00,2011-02-14 09:24:00,21,1304.81,62.13380952380952,133,21,1304.81,2,2,4,224,8,Potential
12508.0,2011-11-13 15:37:00,2011-11-10 16:27:00,69,398.27,5.772028985507246,25,69,398.27,4,4,2,442,10,Loyal Customers
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,7,176.5,25.214285714285715,283,7,176.5,1,1,1,111,3,At Risk
12510.0,2011-07-20 10:15:00,2011-01-18 14:04:00,33,982.57,29.774848484848484,142,33,982.57,2,3,4,234,9,Potential
12512.0,2011-10-04 14:55:00,2011-10-04 14:53:00,34,138.03,4.059705882352941,65,34,138.03,3,3,1,331,7,Potential
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,35,612.29,17.494,112,35,612.29,2,3,3,233,8,Potential
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1017.68,19.954509803921567,266,51,1017.68,1,3,4,134,8,Potential
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,16,383.7,23.98125,352,16,383.7,1,2,2,122,5,At Risk
12516.0,2011-09-23 09:13:00,2011-06-12 11:37:00,26,1312.06,50.46384615384615,77,26,1312.06,2,2,4,224,8,Potential
12517.0,2011-11-11 14:04:00,2011-06-02 15:13:00,284,2502.84,8.812816901408452,27,284,2502.84,4,5,5,455,14,Champions
12518.0,2011-12-09 10:13:00,2011-08-21 13:18:00,124,2056.89,16.58782258064516,0,124,2056.89,5,5,4,554,14,Champions
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,18,340.84,18.935555555555556,63,18,340.84,3,2,2,322,7,Potential
12520.0,2011-09-21 15:23:00,2011-03-11 11:35:00,152,2634.26,17.330657894736845,78,152,2634.26,2,5,5,255,12,Loyal Customers
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,38,599.68,15.781052631578946,142,38,599.68,2,3,3,233,8,Potential
12522.0,2011-10-31 15:30:00,2011-10-19 14:41:00,12,192.72,16.06,38,12,192.72,3,1,1,311,5,At Risk
12523.0,2011-11-20 12:55:00,2011-01-12 09:43:00,106,1789.77,16.884622641509434,18,106,1789.77,4,4,4,444,12,Loyal Customers
12524.0,2011-11-30 15:31:00,2011-01-10 10:35:00,144,4485.72,31.15083333333333,8,144,4485.72,5,5,5,555,15,Champions
12526.0,2011-12-09 12:09:00,2011-09-06 14:19:00,71,1316.66,18.54450704225352,0,71,1316.66,5,4,4,544,13,Champions
12527.0,2011-09-19 11:55:00,2011-01-18 12:05:00,18,348.71000000000004,19.37277777777778,81,18,348.71000000000004,2,2,2,222,6,Potential
12528.0,2011-11-30 14:40:00,2011-01-31 09:05:00,92,1933.48,21.01608695652174,8,92,1933.48,5,4,4,544,13,Champions
12530.0,2011-10-11 12:34:00,2011-01-07 10:04:00,66,1662.28,25.186060606060607,59,66,1662.28,3,4,4,344,11,Loyal Customers
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,17,125.22,7.365882352941177,14,17,125.22,4,2,1,421,7,Potential
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,16,349.83000000000004,21.864375000000003,29,16,349.83000000000004,4,2,2,422,8,Potential
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1089.18,17.28857142857143,130,63,1089.18,2,4,4,244,10,Loyal Customers
12535.0,2011-09-09 08:48:00,2011-06-06 12:47:00,34,716.35,21.069117647058825,91,34,716.35,2,3,3,233,8,Potential
12536.0,2011-10-27 14:20:00,2011-10-11 14:52:00,261,12601.830000000002,48.2828735632184,42,261,12601.830000000002,3,5,5,355,13,Champions
12538.0,2011-11-10 17:16:00,2011-11-10 17:16:00,21,363.95,17.33095238095238,28,21,363.95,4,2,2,422,8,Potential
12539.0,2011-11-17 13:30:00,2011-01-10 09:11:00,273,5568.35,20.396886446886448,21,273,5568.35,4,5,5,455,14,Champions
12540.0,2011-11-20 11:31:00,2010-12-13 09:39:00,478,13400.24,28.03397489539749,19,478,13400.24,4,5,5,455,14,Champions
12541.0,2011-11-10 10:40:00,2011-03-04 09:32:00,52,981.18,18.868846153846157,29,52,981.18,4,3,4,434,11,Loyal Customers
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,19,372.7,19.61578947368421,35,19,372.7,3,2,2,322,7,Potential
12545.0,2011-09-25 13:39:00,2011-03-25 12:04:00,50,1000.39,20.0078,74,50,1000.39,2,3,4,234,9,Potential
12546.0,2011-10-24 12:09:00,2011-09-23 09:44:00,69,1161.5,16.833333333333332,46,69,1161.5,3,4,4,344,11,Loyal Customers
12547.0,2011-05-26 12:38:00,2011-03-04 12:46:00,8,207.8,25.975,197,8,207.8,1,1,1,111,3,At Risk
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,5,95.2,19.04,165,5,95.2,2,1,1,211,4,At Risk
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,57,964.83,16.92684210526316,78,57,964.83,2,3,4,234,9,Potential
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,10,168.0,16.8,357,10,168.0,1,1,1,111,3,At Risk
12552.0,2011-11-01 10:02:00,2011-10-31 12:11:00,20,437.82,21.891,38,20,437.82,3,2,2,322,7,Potential
12553.0,2011-12-01 16:38:00,2011-01-14 10:42:00,191,3692.28,19.33130890052356,7,191,3692.28,5,5,5,555,15,Champions
12556.0,2011-10-20 13:06:00,2011-07-11 13:35:00,121,603.71,4.989338842975207,49,121,603.71,3,4,3,343,10,Loyal Customers
12557.0,2011-11-23 16:59:00,2010-12-03 12:20:00,33,11990.96,363.36242424242425,15,33,11990.96,4,3,5,435,12,Loyal Customers
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,11,269.96,24.54181818181818,7,11,269.96,5,1,2,512,8,Potential
12559.0,2011-02-02 09:49:00,2011-01-24 10:12:00,21,561.71,26.74809523809524,310,21,561.71,1,2,3,123,6,Potential
12560.0,2011-12-04 13:54:00,2011-07-19 15:55:00,105,2134.01,20.323904761904764,4,105,2134.01,5,4,5,545,14,Champions
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,16,238.85,14.928125,302,16,238.85,1,2,1,121,4,At Risk
12562.0,2011-12-01 17:20:00,2011-05-25 12:44:00,168,3781.74,22.510357142857146,7,168,3781.74,5,5,5,555,15,Champions
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,21,456.9,21.757142857142856,260,21,456.9,1,2,2,122,5,At Risk
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,9,145.92,16.21333333333333,288,9,145.92,1,1,1,111,3,At Risk
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,19,351.65,18.507894736842104,85,19,351.65,2,2,2,222,6,Potential
12567.0,2011-11-17 11:02:00,2010-12-05 11:57:00,446,9401.28,21.07910313901345,22,446,9401.28,4,5,5,455,14,Champions
12569.0,2011-12-07 16:24:00,2011-04-01 13:47:00,188,4124.69,21.939840425531912,1,188,4124.69,5,5,5,555,15,Champions
12571.0,2011-10-31 10:19:00,2011-08-10 12:35:00,34,519.61,15.28264705882353,39,34,519.61,3,3,3,333,9,Potential
12572.0,2011-12-01 09:20:00,2011-10-19 08:20:00,60,1020.42,17.006999999999998,8,60,1020.42,5,4,4,544,13,Champions
12573.0,2011-04-26 15:52:00,2011-04-26 15:52:00,28,160.54000000000002,5.733571428571429,226,28,160.54000000000002,1,2,1,121,4,At Risk
12574.0,2011-01-28 09:20:00,2011-01-28 09:20:00,11,218.45,19.85909090909091,315,11,218.45,1,1,1,111,3,At Risk
12576.0,2011-11-04 10:11:00,2011-02-08 11:31:00,88,1315.83,14.952613636363637,35,88,1315.83,3,4,4,344,11,Loyal Customers
12577.0,2011-11-04 13:24:00,2010-12-15 16:21:00,147,657.8,4.474829931972788,34,147,657.8,3,5,3,353,11,Loyal Customers
12578.0,2011-11-18 13:30:00,2011-01-13 15:34:00,114,2794.51,24.51324561403509,20,114,2794.51,4,4,5,445,13,Champions
12579.0,2011-09-22 17:15:00,2011-09-22 17:15:00,29,440.42,15.18689655172414,77,29,440.42,2,2,2,222,6,Potential
12580.0,2011-04-07 10:24:00,2011-04-07 10:24:00,24,415.7,17.320833333333333,246,24,415.7,1,2,2,122,5,At Risk
12581.0,2011-10-31 08:56:00,2011-10-31 08:56:00,15,197.71,13.180666666666667,39,15,197.71,3,2,1,321,6,Potential
12582.0,2011-04-15 08:45:00,2011-02-24 11:42:00,22,511.36,23.24363636363637,238,22,511.36,1,2,3,123,6,Potential
12583.0,2011-12-07 08:07:00,2010-12-01 08:45:00,247,7281.38,29.47927125506073,2,247,7281.38,5,5,5,555,15,Champions
12584.0,2011-12-06 09:35:00,2011-03-04 15:15:00,96,2338.15,24.355729166666663,3,96,2338.15,5,4,5,545,14,Champions
12585.0,2011-04-19 13:39:00,2010-12-23 12:58:00,87,2040.1,23.44942528735632,233,87,2040.1,1,4,4,144,9,Potential
12586.0,2011-11-22 16:24:00,2011-11-22 16:24:00,11,196.94000000000003,17.903636363636366,16,11,196.94000000000003,4,1,1,411,6,Potential
12587.0,2011-12-02 12:47:00,2011-12-02 12:47:00,4,144.0,36.0,7,4,144.0,5,1,1,511,7,Potential
12588.0,2011-10-31 15:01:00,2011-10-31 15:01:00,10,214.9,21.49,38,10,214.9,3,1,1,311,5,At Risk
12589.0,2011-11-11 10:19:00,2011-07-18 12:05:00,35,646.68,18.47657142857143,28,35,646.68,4,3,3,433,10,Loyal Customers
12590.0,2011-05-12 14:52:00,2011-05-12 14:46:00,68,9864.26,145.06264705882353,210,68,9864.26,1,4,5,145,10,Loyal Customers
12591.0,2011-01-26 14:35:00,2011-01-26 14:35:00,26,452.85,17.41730769230769,316,26,452.85,1,2,2,122,5,At Risk
12592.0,2011-09-08 15:04:00,2011-05-10 13:44:00,18,437.6,24.311111111111117,91,18,437.6,2,2,2,222,6,Potential
12593.0,2011-08-23 12:43:00,2011-05-05 09:29:00,21,418.1,19.909523809523808,108,21,418.1,2,2,2,222,6,Potential
