CustomerID,RFM_Segment,RFM_Score,Segment
12484.0,455,14,Champions
12488.0,534,12,Loyal Customers
12489.0,122,5,At Risk
12490.0,555,15,Champions
12491.0,322,7,Potential
12492.0,322,7,Potential
12493.0,222,6,Potential
12494.0,444,12,Loyal Customers
12497.0,214,7,Potential
12498.0,422,8,Potential
12500.0,445,13,Champions
12501.0,155,11,Loyal Customers
12502.0,255,12,Loyal Customers
12504.0,412,7,Potential
12506.0,121,4,At Risk
12507.0,224,8,Potential
12508.0,442,10,Loyal Customers
12509.0,111,3,At Risk
12510.0,234,9,Potential
12512.0,331,7,Potential
12513.0,233,8,Potential
12514.0,134,8,Potential
12515.0,122,5,At Risk
12516.0,224,8,Potential
12517.0,455,14,Champions
12518.0,554,14,Champions
12519.0,322,7,Potential
12520.0,255,12,Loyal Customers
12521.0,233,8,Potential
12522.0,311,5,At Risk
12523.0,444,12,Loyal Customers
12524.0,555,15,Champions
12526.0,544,13,Champions
12527.0,222,6,Potential
12528.0,544,13,Champions
12530.0,344,11,Loyal Customers
12531.0,421,7,Potential
12532.0,422,8,Potential
12534.0,244,10,Loyal Customers
12535.0,233,8,Potential
12536.0,355,13,Champions
12538.0,422,8,Potential
12539.0,455,14,Champions
12540.0,455,14,Champions
12541.0,434,11,Loyal Customers
12544.0,322,7,Potential
12545.0,234,9,Potential
12546.0,344,11,Loyal Customers
12547.0,111,3,At Risk
12548.0,211,4,At Risk
12550.0,234,9,Potential
12551.0,111,3,At Risk
12552.0,322,7,Potential
12553.0,555,15,Champions
12556.0,343,10,Loyal Customers
12557.0,435,12,Loyal Customers
12558.0,512,8,Potential
12559.0,123,6,Potential
12560.0,545,14,Champions
12561.0,121,4,At Risk
12562.0,555,15,Champions
12564.0,122,5,At Risk
12565.0,111,3,At Risk
12566.0,222,6,Potential
12567.0,455,14,Champions
12569.0,555,15,Champions
12571.0,333,9,Potential
12572.0,544,13,Champions
12573.0,121,4,At Risk
12574.0,111,3,At Risk
12576.0,344,11,Loyal Customers
12577.0,353,11,Loyal Customers
12578.0,445,13,Champions
12579.0,222,6,Potential
12580.0,122,5,At Risk
12581.0,321,6,Potential
12582.0,123,6,Potential
12583.0,555,15,Champions
12584.0,545,14,Champions
12585.0,144,9,Potential
12586.0,411,6,Potential
12587.0,511,7,Potential
12588.0,311,5,At Risk
12589.0,433,10,Loyal Customers
12590.0,145,10,Loyal Customers
12591.0,122,5,At Risk
12592.0,222,6,Potential
12593.0,222,6,Potential
12594.0,345,12,Loyal Customers
12596.0,323,8,Potential
12597.0,455,14,Champions
12598.0,555,15,Champions
12599.0,444,12,Loyal Customers
12600.0,445,13,Champions
12601.0,123,6,Potential
12602.0,311,5,At Risk
12603.0,413,8,Potential
12604.0,222,6,Potential
12607.0,344,11,Loyal Customers
12609.0,244,10,Loyal Customers
12610.0,445,13,Champions
12611.0,344,11,Loyal Customers
12612.0,223,7,Potential
12613.0,355,13,Champions
12614.0,122,5,At Risk
12615.0,545,14,Champions
12616.0,233,8,Potential
12617.0,432,9,Potential
12618.0,411,6,Potential
12619.0,445,13,Champions
12620.0,444,12,Loyal Customers
12621.0,555,15,Champions
12622.0,111,3,At Risk
12623.0,122,5,At Risk
12624.0,233,8,Potential
12625.0,145,10,Loyal Customers
12626.0,455,14,Champions
12627.0,555,15,Champions
12628.0,533,11,Loyal Customers
12630.0,544,13,Champions
12631.0,333,9,Potential
12633.0,345,12,Loyal Customers
12635.0,244,10,Loyal Customers
12637.0,355,13,Champions
12638.0,433,10,Loyal Customers
12639.0,122,5,At Risk
12640.0,434,11,Loyal Customers
12641.0,211,4,At Risk
12642.0,434,11,Loyal Customers
12643.0,225,9,Potential
12644.0,232,7,Potential
12645.0,344,11,Loyal Customers
12646.0,534,12,Loyal Customers
12647.0,445,13,Champions
12648.0,222,6,Potential
12649.0,233,8,Potential
12650.0,522,9,Potential
12651.0,111,3,At Risk
12652.0,133,7,Potential
12653.0,235,10,Loyal Customers
12654.0,533,11,Loyal Customers
12656.0,455,14,Champions
12657.0,534,12,Loyal Customers
12658.0,433,10,Loyal Customers
12659.0,411,6,Potential
12660.0,511,7,Potential
12662.0,555,15,Champions
12664.0,535,13,Champions
12665.0,111,3,At Risk
12667.0,333,9,Potential
12668.0,555,15,Champions
12669.0,245,11,Loyal Customers
12670.0,545,14,Champions
12672.0,111,3,At Risk
12673.0,533,11,Loyal Customers
12674.0,344,11,Loyal Customers
12676.0,434,11,Loyal Customers
12678.0,355,13,Champions
12679.0,334,10,Loyal Customers
12680.0,533,11,Loyal Customers
12681.0,455,14,Champions
12682.0,555,15,Champions
12683.0,555,15,Champions
12684.0,545,14,Champions
12685.0,455,14,Champions
12686.0,111,3,At Risk
12688.0,255,12,Loyal Customers
12689.0,444,12,Loyal Customers
12690.0,122,5,At Risk
12691.0,434,11,Loyal Customers
12693.0,233,8,Potential
12694.0,333,9,Potential
12695.0,523,10,Loyal Customers
12697.0,434,11,Loyal Customers
12700.0,555,15,Champions
12701.0,233,8,Potential
12702.0,411,6,Potential
12703.0,322,7,Potential
12704.0,545,14,Champions
12705.0,455,14,Champions
12707.0,133,7,Potential
12708.0,455,14,Champions
12709.0,455,14,Champions
12710.0,244,10,Loyal Customers
12712.0,455,14,Champions
12713.0,533,11,Loyal Customers
12714.0,555,15,Champions
12715.0,222,6,Potential
12716.0,544,13,Champions
12717.0,234,9,Potential
12718.0,321,6,Potential
12719.0,533,11,Loyal Customers
12720.0,555,15,Champions
12721.0,455,14,Champions
12722.0,234,9,Potential
12723.0,543,12,Loyal Customers
12724.0,534,12,Loyal Customers
12725.0,122,5,At Risk
12726.0,455,14,Champions
12727.0,555,15,Champions
12728.0,333,9,Potential
12729.0,222,6,Potential
12731.0,455,14,Champions
12732.0,111,3,At Risk
12733.0,122,5,At Risk
12734.0,111,3,At Risk
12735.0,133,7,Potential
12736.0,111,3,At Risk
12738.0,111,3,At Risk
12739.0,234,9,Potential
12740.0,322,7,Potential
12743.0,253,10,Loyal Customers
12744.0,355,13,Champions
12747.0,545,14,Champions
12748.0,555,15,Champions
12749.0,555,15,Champions
12750.0,222,6,Potential
12752.0,235,10,Loyal Customers
12753.0,455,14,Champions
12754.0,145,10,Loyal Customers
12755.0,115,7,Potential
12756.0,211,4,At Risk
12757.0,455,14,Champions
12758.0,245,11,Loyal Customers
12759.0,344,11,Loyal Customers
12762.0,544,13,Champions
12763.0,223,7,Potential
12764.0,134,8,Potential
12766.0,555,15,Champions
12769.0,134,8,Potential
12770.0,114,6,Potential
12772.0,333,9,Potential
12775.0,444,12,Loyal Customers
12778.0,433,10,Loyal Customers
12779.0,355,13,Champions
12781.0,323,8,Potential
12782.0,545,14,Champions
12783.0,545,14,Champions
12784.0,543,12,Loyal Customers
12785.0,112,4,At Risk
12787.0,522,9,Potential
12789.0,311,5,At Risk
12790.0,122,5,At Risk
12791.0,111,3,At Risk
12792.0,122,5,At Risk
12793.0,123,6,Potential
12794.0,333,9,Potential
12795.0,412,7,Potential
12797.0,112,4,At Risk
12798.0,515,11,Loyal Customers
12802.0,122,5,At Risk
12808.0,322,7,Potential
12809.0,222,6,Potential
12811.0,133,7,Potential
12812.0,321,6,Potential
12814.0,211,4,At Risk
12815.0,234,9,Potential
12816.0,223,7,Potential
12817.0,111,3,At Risk
12818.0,114,6,Potential
12820.0,544,13,Champions
12821.0,111,3,At Risk
12822.0,334,10,Loyal Customers
12823.0,214,7,Potential
12824.0,322,7,Potential
12826.0,544,13,Champions
12827.0,522,9,Potential
12828.0,534,12,Loyal Customers
12829.0,112,4,At Risk
12830.0,335,11,Loyal Customers
12831.0,111,3,At Risk
12832.0,422,8,Potential
12833.0,222,6,Potential
12834.0,122,5,At Risk
12836.0,355,13,Champions
12837.0,211,4,At Risk
12838.0,353,11,Loyal Customers
12839.0,555,15,Champions
12840.0,245,11,Loyal Customers
12841.0,555,15,Champions
12842.0,334,10,Loyal Customers
12843.0,344,11,Loyal Customers
12844.0,432,9,Potential
12845.0,122,5,At Risk
12847.0,443,11,Loyal Customers
12849.0,434,11,Loyal Customers
12851.0,231,6,Potential
12852.0,122,5,At Risk
12853.0,244,10,Loyal Customers
12854.0,244,10,Loyal Customers
12855.0,111,3,At Risk
12856.0,555,15,Champions
12857.0,134,8,Potential
12863.0,313,7,Potential
12864.0,211,4,At Risk
12865.0,444,12,Loyal Customers
12866.0,123,6,Potential
12867.0,455,14,Champions
12868.0,144,9,Potential
12871.0,212,5,At Risk
12872.0,143,8,Potential
12873.0,112,4,At Risk
12875.0,212,5,At Risk
12876.0,345,12,Loyal Customers
12877.0,554,14,Champions
12878.0,133,7,Potential
12879.0,313,7,Potential
12881.0,112,4,At Risk
12882.0,514,10,Loyal Customers
12883.0,433,10,Loyal Customers
12884.0,212,5,At Risk
12885.0,344,11,Loyal Customers
12886.0,344,11,Loyal Customers
12888.0,112,4,At Risk
12890.0,442,10,Loyal Customers
12891.0,112,4,At Risk
12893.0,431,8,Potential
12895.0,322,7,Potential
12897.0,111,3,At Risk
12901.0,545,14,Champions
12902.0,111,3,At Risk
12904.0,443,11,Loyal Customers
12906.0,545,14,Champions
12908.0,213,6,Potential
12909.0,345,12,Loyal Customers
12910.0,445,13,Champions
12912.0,524,11,Loyal Customers
12913.0,535,13,Champions
12915.0,222,6,Potential
12916.0,245,11,Loyal Customers
12917.0,213,6,Potential
12919.0,534,12,Loyal Customers
12920.0,421,7,Potential
12921.0,555,15,Champions
12922.0,222,6,Potential
12923.0,321,6,Potential
12924.0,233,8,Potential
12925.0,533,11,Loyal Customers
12928.0,345,12,Loyal Customers
12929.0,111,3,At Risk
12930.0,222,6,Potential
12931.0,445,13,Champions
12933.0,443,11,Loyal Customers
12935.0,555,15,Champions
12936.0,444,12,Loyal Customers
12937.0,444,12,Loyal Customers
12938.0,411,6,Potential
12939.0,335,11,Loyal Customers
12940.0,343,10,Loyal Customers
12942.0,243,9,Potential
12944.0,333,9,Potential
12945.0,122,5,At Risk
12947.0,244,10,Loyal Customers
12948.0,445,13,Champions
12949.0,455,14,Champions
12950.0,524,11,Loyal Customers
12951.0,544,13,Champions
12952.0,544,13,Champions
12953.0,522,9,Potential
12955.0,555,15,Champions
12956.0,121,4,At Risk
12957.0,555,15,Champions
12962.0,522,9,Potential
12963.0,544,13,Champions
12965.0,243,9,Potential
12966.0,511,7,Potential
12967.0,124,7,Potential
12968.0,211,4,At Risk
12970.0,552,12,Loyal Customers
12971.0,555,15,Champions
12974.0,111,3,At Risk
12976.0,123,6,Potential
12977.0,211,4,At Risk
12980.0,225,9,Potential
12981.0,422,8,Potential
12982.0,122,5,At Risk
12984.0,411,6,Potential
12985.0,544,13,Champions
12987.0,223,7,Potential
12988.0,143,8,Potential
12989.0,545,14,Champions
12990.0,412,7,Potential
12991.0,433,10,Loyal Customers
12993.0,422,8,Potential
12994.0,544,13,Champions
12995.0,211,4,At Risk
12997.0,444,12,Loyal Customers
12999.0,122,5,At Risk
13000.0,233,8,Potential
13001.0,555,15,Champions
13002.0,111,3,At Risk
13003.0,211,4,At Risk
13004.0,555,15,Champions
13005.0,223,7,Potential
13006.0,311,5,At Risk
13008.0,111,3,At Risk
13011.0,111,3,At Risk
13012.0,544,13,Champions
13013.0,555,15,Champions
13014.0,545,14,Champions
13015.0,355,13,Champions
13016.0,233,8,Potential
13017.0,511,7,Potential
13018.0,455,14,Champions
13021.0,555,15,Champions
13023.0,333,9,Potential
13026.0,534,12,Loyal Customers
13027.0,225,9,Potential
13028.0,433,10,Loyal Customers
13029.0,414,9,Potential
13030.0,543,12,Loyal Customers
13032.0,344,11,Loyal Customers
13033.0,111,3,At Risk
13034.0,333,9,Potential
13035.0,223,7,Potential
13037.0,233,8,Potential
13038.0,223,7,Potential
13040.0,533,11,Loyal Customers
13043.0,113,5,At Risk
13044.0,133,7,Potential
13045.0,222,6,Potential
13046.0,433,10,Loyal Customers
13047.0,455,14,Champions
13048.0,454,13,Champions
13049.0,323,8,Potential
13050.0,455,14,Champions
13052.0,122,5,At Risk
13055.0,244,10,Loyal Customers
13058.0,412,7,Potential
13059.0,111,3,At Risk
13060.0,122,5,At Risk
13061.0,311,5,At Risk
13062.0,112,4,At Risk
13064.0,544,13,Champions
13065.0,121,4,At Risk
13066.0,432,9,Potential
13067.0,221,5,At Risk
13068.0,512,8,Potential
13069.0,555,15,Champions
13070.0,111,3,At Risk
13072.0,111,3,At Risk
13075.0,223,7,Potential
13077.0,543,12,Loyal Customers
13078.0,555,15,Champions
13079.0,511,7,Potential
13080.0,211,4,At Risk
13081.0,555,15,Champions
13082.0,245,11,Loyal Customers
13083.0,522,9,Potential
13085.0,222,6,Potential
13089.0,555,15,Champions
13090.0,555,15,Champions
13091.0,422,8,Potential
13092.0,322,7,Potential
13093.0,155,11,Loyal Customers
13094.0,424,10,Loyal Customers
13095.0,311,5,At Risk
13097.0,455,14,Champions
13098.0,555,15,Champions
13099.0,211,4,At Risk
13101.0,111,3,At Risk
13102.0,555,15,Champions
13103.0,311,5,At Risk
13104.0,524,11,Loyal Customers
13106.0,211,4,At Risk
13107.0,334,10,Loyal Customers
13108.0,112,4,At Risk
13109.0,333,9,Potential
13110.0,454,13,Champions
13113.0,555,15,Champions
13115.0,545,14,Champions
13116.0,233,8,Potential
13117.0,444,12,Loyal Customers
13118.0,444,12,Loyal Customers
13120.0,111,3,At Risk
13121.0,132,6,Potential
13122.0,233,8,Potential
13124.0,255,12,Loyal Customers
13126.0,555,15,Champions
13127.0,222,6,Potential
13130.0,211,4,At Risk
13131.0,434,11,Loyal Customers
13132.0,111,3,At Risk
13133.0,111,3,At Risk
13134.0,244,10,Loyal Customers
13135.0,115,7,Potential
13136.0,355,13,Champions
13137.0,555,15,Champions
13138.0,444,12,Loyal Customers
13139.0,455,14,Champions
13140.0,232,7,Potential
13141.0,255,12,Loyal Customers
13142.0,422,8,Potential
13144.0,111,3,At Risk
13145.0,313,7,Potential
13146.0,421,7,Potential
13147.0,513,9,Potential
13148.0,455,14,Champions
13149.0,444,12,Loyal Customers
13151.0,144,9,Potential
13153.0,522,9,Potential
13155.0,444,12,Loyal Customers
13157.0,344,11,Loyal Customers
13158.0,244,10,Loyal Customers
13159.0,544,13,Champions
13160.0,411,6,Potential
13161.0,111,3,At Risk
13162.0,244,10,Loyal Customers
13165.0,334,10,Loyal Customers
13166.0,132,6,Potential
13167.0,443,11,Loyal Customers
13168.0,354,12,Loyal Customers
13169.0,313,7,Potential
13170.0,431,8,Potential
13171.0,432,9,Potential
13173.0,532,10,Loyal Customers
13174.0,455,14,Champions
13176.0,343,10,Loyal Customers
13177.0,322,7,Potential
13178.0,455,14,Champions
13182.0,311,5,At Risk
13183.0,545,14,Champions
13184.0,454,13,Champions
13185.0,111,3,At Risk
13186.0,344,11,Loyal Customers
13187.0,131,5,At Risk
13188.0,511,7,Potential
13189.0,422,8,Potential
13192.0,243,9,Potential
13193.0,321,6,Potential
13194.0,211,4,At Risk
13196.0,544,13,Champions
13198.0,555,15,Champions
13199.0,545,14,Champions
13200.0,433,10,Loyal Customers
13203.0,533,11,Loyal Customers
13207.0,412,7,Potential
13208.0,354,12,Loyal Customers
13209.0,455,14,Champions
13210.0,222,6,Potential
13211.0,534,12,Loyal Customers
13212.0,453,12,Loyal Customers
13213.0,344,11,Loyal Customers
13216.0,112,4,At Risk
13217.0,213,6,Potential
13218.0,211,4,At Risk
13220.0,223,7,Potential
13221.0,143,8,Potential
13223.0,111,3,At Risk
13224.0,345,12,Loyal Customers
13225.0,535,13,Champions
13226.0,121,4,At Risk
13227.0,112,4,At Risk
13228.0,212,5,At Risk
13229.0,111,3,At Risk
13230.0,555,15,Champions
13232.0,554,14,Champions
13233.0,233,8,Potential
13235.0,134,8,Potential
13236.0,433,10,Loyal Customers
13238.0,433,10,Loyal Customers
13239.0,122,5,At Risk
13240.0,243,9,Potential
13242.0,212,5,At Risk
13243.0,133,7,Potential
13244.0,221,5,At Risk
13245.0,322,7,Potential
13246.0,454,13,Champions
13247.0,423,9,Potential
13248.0,222,6,Potential
13249.0,223,7,Potential
13253.0,234,9,Potential
13255.0,512,8,Potential
13258.0,533,11,Loyal Customers
13259.0,342,9,Potential
13260.0,313,7,Potential
13261.0,114,6,Potential
13262.0,111,3,At Risk
13263.0,555,15,Champions
13265.0,345,12,Loyal Customers
13266.0,555,15,Champions
13267.0,555,15,Champions
13268.0,455,14,Champions
13269.0,555,15,Champions
13270.0,113,5,At Risk
13271.0,341,8,Potential
13272.0,422,8,Potential
13273.0,221,5,At Risk
13276.0,333,9,Potential
13277.0,412,7,Potential
13278.0,333,9,Potential
13279.0,211,4,At Risk
13280.0,243,9,Potential
13282.0,434,11,Loyal Customers
13283.0,311,5,At Risk
13284.0,111,3,At Risk
13285.0,455,14,Champions
13291.0,232,7,Potential
13292.0,333,9,Potential
13294.0,133,7,Potential
13295.0,111,3,At Risk
13296.0,211,4,At Risk
13297.0,545,14,Champions
13298.0,512,8,Potential
13299.0,111,3,At Risk
13300.0,222,6,Potential
13301.0,243,9,Potential
13302.0,211,4,At Risk
13304.0,122,5,At Risk
13305.0,544,13,Champions
13307.0,211,4,At Risk
13308.0,434,11,Loyal Customers
13309.0,544,13,Champions
13310.0,444,12,Loyal Customers
13311.0,523,10,Loyal Customers
13313.0,444,12,Loyal Customers
13314.0,543,12,Loyal Customers
13316.0,345,12,Loyal Customers
13317.0,355,13,Champions
13318.0,523,10,Loyal Customers
13319.0,555,15,Champions
13320.0,244,10,Loyal Customers
13321.0,313,7,Potential
13322.0,421,7,Potential
13323.0,523,10,Loyal Customers
13324.0,345,12,Loyal Customers
13325.0,213,6,Potential
13327.0,345,12,Loyal Customers
13328.0,124,7,Potential
13329.0,423,9,Potential
13330.0,234,9,Potential
13332.0,422,8,Potential
13334.0,255,12,Loyal Customers
13336.0,233,8,Potential
13338.0,222,6,Potential
13339.0,133,7,Potential
13340.0,355,13,Champions
13341.0,133,7,Potential
13343.0,222,6,Potential
13344.0,345,12,Loyal Customers
13345.0,122,5,At Risk
13347.0,312,6,Potential
13348.0,321,6,Potential
13349.0,521,8,Potential
13350.0,434,11,Loyal Customers
13351.0,322,7,Potential
13352.0,322,7,Potential
13354.0,333,9,Potential
13355.0,233,8,Potential
13356.0,233,8,Potential
13357.0,143,8,Potential
13358.0,122,5,At Risk
13359.0,322,7,Potential
13362.0,555,15,Champions
13363.0,444,12,Loyal Customers
13364.0,311,5,At Risk
13365.0,355,13,Champions
13366.0,311,5,At Risk
13368.0,123,6,Potential
13369.0,122,5,At Risk
13370.0,133,7,Potential
13372.0,222,6,Potential
13373.0,355,13,Champions
13375.0,233,8,Potential
13376.0,234,9,Potential
13379.0,443,11,Loyal Customers
13381.0,455,14,Champions
13382.0,121,4,At Risk
13384.0,455,14,Champions
13385.0,133,7,Potential
13388.0,233,8,Potential
13389.0,533,11,Loyal Customers
13390.0,213,6,Potential
13391.0,111,3,At Risk
13394.0,555,15,Champions
13395.0,122,5,At Risk
13396.0,434,11,Loyal Customers
13397.0,234,9,Potential
13398.0,122,5,At Risk
13402.0,233,8,Potential
13403.0,411,6,Potential
13404.0,512,8,Potential
13405.0,223,7,Potential
13408.0,555,15,Champions
13410.0,424,10,Loyal Customers
13411.0,221,5,At Risk
13414.0,224,8,Potential
13416.0,323,8,Potential
13417.0,523,10,Loyal Customers
13418.0,555,15,Champions
13419.0,321,6,Potential
13420.0,211,4,At Risk
13421.0,344,11,Loyal Customers
13422.0,355,13,Champions
13425.0,244,10,Loyal Customers
13426.0,555,15,Champions
13427.0,423,9,Potential
13428.0,541,10,Loyal Customers
13429.0,544,13,Champions
13430.0,433,10,Loyal Customers
13431.0,334,10,Loyal Customers
13434.0,213,6,Potential
13435.0,545,14,Champions
13436.0,511,7,Potential
13437.0,455,14,Champions
13439.0,132,6,Potential
13441.0,212,5,At Risk
13447.0,444,12,Loyal Customers
13448.0,455,14,Champions
13449.0,422,8,Potential
13450.0,444,12,Loyal Customers
13451.0,455,14,Champions
13452.0,113,5,At Risk
13453.0,222,6,Potential
13455.0,434,11,Loyal Customers
13456.0,444,12,Loyal Customers
13458.0,555,15,Champions
13460.0,421,7,Potential
13461.0,324,9,Potential
13462.0,111,3,At Risk
13464.0,333,9,Potential
13466.0,122,5,At Risk
13467.0,544,13,Champions
13468.0,555,15,Champions
13470.0,211,4,At Risk
13471.0,555,15,Champions
13473.0,322,7,Potential
13474.0,141,6,Potential
13475.0,144,9,Potential
13476.0,234,9,Potential
13477.0,344,11,Loyal Customers
13479.0,122,5,At Risk
13481.0,344,11,Loyal Customers
13482.0,111,3,At Risk
13483.0,311,5,At Risk
13484.0,112,4,At Risk
13485.0,122,5,At Risk
13486.0,244,10,Loyal Customers
13487.0,333,9,Potential
13488.0,455,14,Champions
13489.0,222,6,Potential
13491.0,344,11,Loyal Customers
13492.0,234,9,Potential
13493.0,113,5,At Risk
13494.0,122,5,At Risk
13495.0,534,12,Loyal Customers
13496.0,533,11,Loyal Customers
13497.0,122,5,At Risk
13499.0,434,11,Loyal Customers
13500.0,444,12,Loyal Customers
13501.0,134,8,Potential
13502.0,422,8,Potential
13503.0,321,6,Potential
13504.0,322,7,Potential
13505.0,255,12,Loyal Customers
13506.0,122,5,At Risk
13507.0,555,15,Champions
13508.0,111,3,At Risk
13509.0,534,12,Loyal Customers
13510.0,544,13,Champions
13512.0,122,5,At Risk
13513.0,211,4,At Risk
13514.0,211,4,At Risk
13515.0,243,9,Potential
13516.0,434,11,Loyal Customers
13517.0,355,13,Champions
13518.0,233,8,Potential
13519.0,211,4,At Risk
13520.0,345,12,Loyal Customers
13521.0,554,14,Champions
13522.0,411,6,Potential
13523.0,455,14,Champions
13524.0,323,8,Potential
13525.0,413,8,Potential
13527.0,355,13,Champions
13529.0,222,6,Potential
13531.0,122,5,At Risk
13532.0,341,8,Potential
13533.0,142,7,Potential
13534.0,555,15,Champions
13536.0,555,15,Champions
13538.0,324,9,Potential
13539.0,233,8,Potential
13544.0,342,9,Potential
13546.0,543,12,Loyal Customers
13548.0,253,10,Loyal Customers
13549.0,433,10,Loyal Customers
13551.0,111,3,At Risk
13552.0,345,12,Loyal Customers
13555.0,255,12,Loyal Customers
13557.0,433,10,Loyal Customers
13558.0,553,13,Champions
13560.0,531,9,Potential
13561.0,121,4,At Risk
13562.0,244,10,Loyal Customers
13563.0,233,8,Potential
13564.0,244,10,Loyal Customers
13565.0,431,8,Potential
13566.0,353,11,Loyal Customers
13568.0,231,6,Potential
13569.0,442,10,Loyal Customers
13570.0,121,4,At Risk
13571.0,555,15,Champions
13572.0,134,8,Potential
13573.0,322,7,Potential
13575.0,433,10,Loyal Customers
13576.0,555,15,Champions
13577.0,444,12,Loyal Customers
13579.0,422,8,Potential
13581.0,111,3,At Risk
13583.0,233,8,Potential
13584.0,121,4,At Risk
13587.0,313,7,Potential
13588.0,455,14,Champions
13589.0,422,8,Potential
13590.0,544,13,Champions
13591.0,334,10,Loyal Customers
13592.0,321,6,Potential
13593.0,254,11,Loyal Customers
13594.0,322,7,Potential
13596.0,553,13,Champions
13598.0,331,7,Potential
13599.0,555,15,Champions
13600.0,121,4,At Risk
13601.0,343,10,Loyal Customers
13602.0,322,7,Potential
13603.0,421,7,Potential
13606.0,432,9,Potential
13607.0,343,10,Loyal Customers
13610.0,554,14,Champions
13611.0,244,10,Loyal Customers
13614.0,454,13,Champions
13615.0,122,5,At Risk
13617.0,333,9,Potential
13618.0,211,4,At Risk
13621.0,221,5,At Risk
13623.0,443,11,Loyal Customers
13626.0,122,5,At Risk
13627.0,344,11,Loyal Customers
13629.0,445,13,Champions
13630.0,544,13,Champions
13631.0,215,8,Potential
13632.0,455,14,Champions
13634.0,454,13,Champions
13635.0,344,11,Loyal Customers
13636.0,344,11,Loyal Customers
13637.0,343,10,Loyal Customers
13638.0,411,6,Potential
13639.0,234,9,Potential
13642.0,142,7,Potential
13643.0,423,9,Potential
13644.0,455,14,Champions
13645.0,212,5,At Risk
13647.0,544,13,Champions
13649.0,122,5,At Risk
13650.0,444,12,Loyal Customers
13651.0,311,5,At Risk
13652.0,344,11,Loyal Customers
13654.0,355,13,Champions
13655.0,233,8,Potential
13656.0,232,7,Potential
13657.0,522,9,Potential
13658.0,545,14,Champions
13659.0,144,9,Potential
13662.0,233,8,Potential
13663.0,211,4,At Risk
13666.0,311,5,At Risk
13667.0,242,8,Potential
13668.0,555,15,Champions
13669.0,311,5,At Risk
13670.0,222,6,Potential
13672.0,111,3,At Risk
13673.0,442,10,Loyal Customers
13675.0,222,6,Potential
